date,polarity,Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Date,price_change
2025-05-02,0.10462962962962963,2025-05-02 09:30:00-04:00,114.18000030517578,114.48999786376953,113.95010375976562,114.25,12232402,0.0,0.0,2025-05-02,
2025-05-02,0.10462962962962963,2025-05-02 09:31:00-04:00,114.24500274658203,114.80000305175781,114.22000122070312,114.63999938964844,1858186,0.0,0.0,2025-05-02,0.3413561397360487
2025-05-02,0.10462962962962963,2025-05-02 09:35:00-04:00,115.1500015258789,115.16000366210938,114.66429901123047,114.77989959716797,8652605,0.0,0.0,2025-05-02,0.12203437566675746
2025-05-02,0.10462962962962963,2025-05-02 09:36:00-04:00,114.7699966430664,114.9800033569336,114.55500030517578,114.55999755859375,898087,0.0,0.0,2025-05-02,-0.19158584329310724
2025-05-02,0.10462962962962963,2025-05-02 09:37:00-04:00,114.56500244140625,114.87000274658203,114.54000091552734,114.71990203857422,823980,0.0,0.0,2025-05-02,0.13958142753860425
2025-05-02,0.10462962962962963,2025-05-02 09:38:00-04:00,114.71990203857422,115.17500305175781,114.69999694824219,115.04000091552734,1389993,0.0,0.0,2025-05-02,0.2790264559722866
2025-05-02,0.10462962962962963,2025-05-02 09:39:00-04:00,115.04000091552734,115.05000305175781,114.83999633789062,114.92880249023438,782063,0.0,0.0,2025-05-02,-0.09666066099445203
2025-05-02,0.10462962962962963,2025-05-02 09:40:00-04:00,114.93499755859375,115.01000213623047,114.80999755859375,114.99559783935547,773609,0.0,0.0,2025-05-02,0.05811889419693461
2025-05-02,0.10462962962962963,2025-05-02 09:41:00-04:00,114.99490356445312,115.06999969482422,114.66000366210938,114.75990295410156,917497,0.0,0.0,2025-05-02,-0.20495991992942608
2025-05-02,0.10462962962962963,2025-05-02 09:42:00-04:00,114.75499725341797,114.91999816894531,114.56009674072266,114.63999938964844,781233,0.0,0.0,2025-05-02,-0.1044821068741042
2025-05-02,0.10462962962962963,2025-05-02 09:43:00-04:00,114.64990234375,114.79000091552734,114.45999908447266,114.5250015258789,943196,0.0,0.0,2025-05-02,-0.1003121636268256
2025-05-02,0.10462962962962963,2025-05-02 09:44:00-04:00,114.5250015258789,114.68000030517578,114.37999725341797,114.55000305175781,842433,0.0,0.0,2025-05-02,0.021830626977337175
2025-05-02,0.10462962962962963,2025-05-02 09:45:00-04:00,114.55999755859375,114.69999694824219,114.4802017211914,114.53929901123047,757419,0.0,0.0,2025-05-02,-0.00934442622625431
2025-05-02,0.10462962962962963,2025-05-02 09:46:00-04:00,114.53990173339844,114.71499633789062,114.38999938964844,114.40190124511719,751856,0.0,0.0,2025-05-02,-0.11995687707134772
2025-05-02,0.10462962962962963,2025-05-02 09:47:00-04:00,114.4000015258789,114.51000213623047,114.07499694824219,114.0999984741211,1328228,0.0,0.0,2025-05-02,-0.26389663782705464
2025-05-02,0.10462962962962963,2025-05-02 09:48:00-04:00,114.09500122070312,114.16000366210938,113.75,113.85489654541016,1492068,0.0,0.0,2025-05-02,-0.21481326204095819
2025-05-02,0.10462962962962963,2025-05-02 09:49:00-04:00,113.85549926757812,113.94999694824219,113.70999908447266,113.70999908447266,834616,0.0,0.0,2025-05-02,-0.1272650235817574
2025-05-02,0.10462962962962963,2025-05-02 09:50:00-04:00,113.70500183105469,114.29000091552734,113.70500183105469,114.27999877929688,1216513,0.0,0.0,2025-05-02,0.5012749093426416
2025-05-02,0.10462962962962963,2025-05-02 09:51:00-04:00,114.28500366210938,114.375,113.83000183105469,113.88999938964844,1151576,0.0,0.0,2025-05-02,-0.3412665329141529
2025-05-02,0.10462962962962963,2025-05-02 09:52:00-04:00,113.88999938964844,114.05500030517578,113.6500015258789,113.80000305175781,884888,0.0,0.0,2025-05-02,-0.07902040422594903
2025-05-02,0.10462962962962963,2025-05-02 09:53:00-04:00,113.79060363769531,114.0199966430664,113.68489837646484,113.91999816894531,558010,0.0,0.0,2025-05-02,0.10544386113322535
2025-05-02,0.10462962962962963,2025-05-02 09:54:00-04:00,113.91999816894531,114.08999633789062,113.9000015258789,113.91200256347656,500410,0.0,0.0,2025-05-02,-0.007018614463893957
2025-05-02,0.10462962962962963,2025-05-02 09:55:00-04:00,113.93000030517578,114.0,113.82499694824219,113.94000244140625,638862,0.0,0.0,2025-05-02,0.0245802701204223
2025-05-02,0.10462962962962963,2025-05-02 09:56:00-04:00,113.94000244140625,113.9800033569336,113.75,113.75189971923828,604648,0.0,0.0,2025-05-02,-0.16508927342239188
2025-05-02,0.10462962962962963,2025-05-02 09:57:00-04:00,113.75,113.79000091552734,113.61000061035156,113.71499633789062,652664,0.0,0.0,2025-05-02,-0.03244199124475822
2025-05-02,0.10462962962962963,2025-05-02 09:58:00-04:00,113.72000122070312,113.94999694824219,113.70999908447266,113.79989624023438,528187,0.0,0.0,2025-05-02,0.07466025157445433
2025-05-02,0.10462962962962963,2025-05-02 09:59:00-04:00,113.80000305175781,113.97000122070312,113.75,113.93000030517578,382630,0.0,0.0,2025-05-02,0.11432705058600501
2025-05-02,0.10462962962962963,2025-05-02 10:00:00-04:00,113.91999816894531,114.0,113.72000122070312,113.85320281982422,568439,0.0,0.0,2025-05-02,-0.06740760567528481
2025-05-02,0.10462962962962963,2025-05-02 10:01:00-04:00,113.86499786376953,113.91500091552734,113.47000122070312,113.62989807128906,1015025,0.0,0.0,2025-05-02,-0.19613391894520715
2025-05-02,0.10462962962962963,2025-05-02 10:02:00-04:00,113.625,113.94999694824219,113.6104965209961,113.8550033569336,680076,0.0,0.0,2025-05-02,0.1981039228806658
2025-05-02,0.10462962962962963,2025-05-02 10:03:00-04:00,113.85070037841797,114.1500015258789,113.8499984741211,114.05500030517578,923780,0.0,0.0,2025-05-02,0.17565934069248001
2025-05-02,0.10462962962962963,2025-05-02 10:04:00-04:00,114.05000305175781,114.12000274658203,113.90499877929688,113.97000122070312,604944,0.0,0.0,2025-05-02,-0.07452464534235537
2025-05-02,0.10462962962962963,2025-05-02 10:05:00-04:00,113.96499633789062,114.22000122070312,113.95999908447266,114.18990325927734,612569,0.0,0.0,2025-05-02,0.19294729860392934
2025-05-02,0.10462962962962963,2025-05-02 10:06:00-04:00,114.18499755859375,114.25499725341797,114.05500030517578,114.23500061035156,628601,0.0,0.0,2025-05-02,0.03949329125170209
2025-05-02,0.10462962962962963,2025-05-02 10:07:00-04:00,114.24500274658203,114.25,114.02999877929688,114.02999877929688,558987,0.0,0.0,2025-05-02,-0.17945623491869567
2025-05-02,0.10462962962962963,2025-05-02 10:08:00-04:00,114.03500366210938,114.08910369873047,113.95999908447266,114.01000213623047,426305,0.0,0.0,2025-05-02,-0.017536300342424482
2025-05-02,0.10462962962962963,2025-05-02 10:09:00-04:00,114.00990295410156,114.01000213623047,113.87999725341797,113.9800033569336,366750,0.0,0.0,2025-05-02,-0.026312410082252047
2025-05-02,0.10462962962962963,2025-05-02 10:10:00-04:00,113.9800033569336,113.98999786376953,113.72000122070312,113.84500122070312,608962,0.0,0.0,2025-05-02,-0.11844370262712456
2025-05-02,0.10462962962962963,2025-05-02 10:11:00-04:00,113.84500122070312,113.93000030517578,113.80000305175781,113.86000061035156,435383,0.0,0.0,2025-05-02,0.013175272947951733
2025-05-02,0.10462962962962963,2025-05-02 10:12:00-04:00,113.86499786376953,113.88999938964844,113.5199966430664,113.57499694824219,668161,0.0,0.0,2025-05-02,-0.250310610031268
2025-05-02,0.10462962962962963,2025-05-02 10:13:00-04:00,113.57499694824219,113.80000305175781,113.52999877929688,113.73999786376953,541085,0.0,0.0,2025-05-02,0.14527926036620453
2025-05-02,0.10462962962962963,2025-05-02 10:14:00-04:00,113.74500274658203,113.9000015258789,113.70999908447266,113.8949966430664,363707,0.0,0.0,2025-05-02,0.13627464586603022
2025-05-02,0.10462962962962963,2025-05-02 10:15:00-04:00,113.8905029296875,113.91000366210938,113.81999969482422,113.83419799804688,325588,0.0,0.0,2025-05-02,-0.05338131332499607
2025-05-02,0.10462962962962963,2025-05-02 10:16:00-04:00,113.86000061035156,114.05999755859375,113.83000183105469,114.0199966430664,597126,0.0,0.0,2025-05-02,0.16321865334592012
2025-05-02,0.10462962962962963,2025-05-02 10:17:00-04:00,114.0250015258789,114.11959838867188,113.9800033569336,114.02999877929688,493269,0.0,0.0,2025-05-02,0.008772264975398514
2025-05-02,0.10462962962962963,2025-05-02 10:18:00-04:00,114.0250015258789,114.05999755859375,113.90010070800781,113.98190307617188,292220,0.0,0.0,2025-05-02,-0.04217811421544093
2025-05-02,0.10462962962962963,2025-05-02 10:19:00-04:00,113.98500061035156,113.98999786376953,113.79010009765625,113.8218002319336,335975,0.0,0.0,2025-05-02,-0.14046338929021296
2025-05-02,0.10462962962962963,2025-05-02 10:20:00-04:00,113.82499694824219,113.84989929199219,113.56009674072266,113.69989776611328,580876,0.0,0.0,2025-05-02,-0.1070994006173831
2025-05-02,0.10462962962962963,2025-05-02 10:21:00-04:00,113.69129943847656,113.80000305175781,113.59500122070312,113.75,371351,0.0,0.0,2025-05-02,0.044065328879883126
2025-05-02,0.10462962962962963,2025-05-02 10:22:00-04:00,113.75,113.7699966430664,113.61499786376953,113.625,294645,0.0,0.0,2025-05-02,-0.1098901098901095
2025-05-02,0.10462962962962963,2025-05-02 10:23:00-04:00,113.62999725341797,113.63999938964844,113.44499969482422,113.56009674072266,840755,0.0,0.0,2025-05-02,-0.057120580222080886
2025-05-02,0.10462962962962963,2025-05-02 10:24:00-04:00,113.56999969482422,113.62000274658203,113.37000274658203,113.58989715576172,663247,0.0,0.0,2025-05-02,0.026241977502983183
2025-05-02,0.10462962962962963,2025-05-02 10:25:00-04:00,113.58999633789062,113.6500015258789,113.48999786376953,113.57559967041016,615293,0.0,0.0,2025-05-02,-0.01258693396998245
2025-05-02,0.10462962962962963,2025-05-02 10:26:00-04:00,113.56999969482422,113.68000030517578,113.55500030517578,113.68000030517578,414487,0.0,0.0,2025-05-02,0.0919217112377968
2025-05-02,0.10462962962962963,2025-05-02 10:27:00-04:00,113.67130279541016,113.76499938964844,113.5999984741211,113.76000213623047,434724,0.0,0.0,2025-05-02,0.07037458729761692
2025-05-02,0.10462962962962963,2025-05-02 10:28:00-04:00,113.76499938964844,113.87999725341797,113.70999908447266,113.85990142822266,566792,0.0,0.0,2025-05-02,0.08781583167742912
2025-05-02,0.10462962962962963,2025-05-02 10:29:00-04:00,113.875,113.91000366210938,113.80999755859375,113.90499877929688,358109,0.0,0.0,2025-05-02,0.03960775524001203
2025-05-02,0.10462962962962963,2025-05-02 10:30:00-04:00,113.9000015258789,113.90989685058594,113.72000122070312,113.80000305175781,446253,0.0,0.0,2025-05-02,-0.09217833164855138
2025-05-02,0.10462962962962963,2025-05-02 10:31:00-04:00,113.802001953125,113.80989837646484,113.56999969482422,113.62979888916016,459204,0.0,0.0,2025-05-02,-0.14956428649676168
2025-05-02,0.10462962962962963,2025-05-02 10:32:00-04:00,113.625,113.81990051269531,113.58999633789062,113.78500366210938,338303,0.0,0.0,2025-05-02,0.13658809085863588
2025-05-02,0.10462962962962963,2025-05-02 10:33:00-04:00,113.77999877929688,113.806396484375,113.48999786376953,113.64029693603516,446222,0.0,0.0,2025-05-02,-0.1271755692023646
2025-05-02,0.10462962962962963,2025-05-02 10:34:00-04:00,113.64990234375,113.87000274658203,113.62000274658203,113.8644027709961,373679,0.0,0.0,2025-05-02,0.19720630885633472
2025-05-02,0.10462962962962963,2025-05-02 10:35:00-04:00,113.86499786376953,113.94999694824219,113.83999633789062,113.86990356445312,401988,0.0,0.0,2025-05-02,0.004831003652738808
2025-05-02,0.10462962962962963,2025-05-02 10:36:00-04:00,113.86000061035156,113.94000244140625,113.84500122070312,113.9000015258789,270995,0.0,0.0,2025-05-02,0.026431884531064043
2025-05-02,0.10462962962962963,2025-05-02 10:37:00-04:00,113.9000015258789,113.91999816894531,113.76930236816406,113.79149627685547,201007,0.0,0.0,2025-05-02,-0.09526360629484865
2025-05-02,0.10462962962962963,2025-05-02 10:38:00-04:00,113.78500366210938,113.87999725341797,113.75,113.84980010986328,313648,0.0,0.0,2025-05-02,0.05123742539245857
2025-05-02,0.10462962962962963,2025-05-02 10:39:00-04:00,113.84980010986328,114.05000305175781,113.80999755859375,114.01000213623047,614113,0.0,0.0,2025-05-02,0.14071348936282035
2025-05-02,0.10462962962962963,2025-05-02 10:40:00-04:00,114.0199966430664,114.19000244140625,114.0199966430664,114.12999725341797,799322,0.0,0.0,2025-05-02,0.10524964032903039
2025-05-02,0.10462962962962963,2025-05-02 10:41:00-04:00,114.12239837646484,114.12999725341797,113.88999938964844,113.95189666748047,511329,0.0,0.0,2025-05-02,-0.15605063543639996
2025-05-02,0.10462962962962963,2025-05-02 10:42:00-04:00,113.95999908447266,114.05999755859375,113.91000366210938,114.0,503853,0.0,0.0,2025-05-02,0.04221371817960673
2025-05-02,0.10462962962962963,2025-05-02 10:43:00-04:00,113.99440002441406,114.05999755859375,113.81999969482422,113.90499877929688,348909,0.0,0.0,2025-05-02,-0.08333440412554571
2025-05-02,0.10462962962962963,2025-05-02 10:44:00-04:00,113.9000015258789,114.0,113.88009643554688,113.94499969482422,296757,0.0,0.0,2025-05-02,0.03511778759144324
2025-05-02,0.10462962962962963,2025-05-02 10:45:00-04:00,113.93000030517578,113.94999694824219,113.80999755859375,113.8499984741211,461396,0.0,0.0,2025-05-02,-0.0833746289504278
2025-05-02,0.10462962962962963,2025-05-02 10:46:00-04:00,113.8499984741211,114.0,113.8302001953125,113.99500274658203,354479,0.0,0.0,2025-05-02,0.12736431656070746
2025-05-02,0.10462962962962963,2025-05-02 10:47:00-04:00,114.0,114.05000305175781,113.91000366210938,113.98799896240234,411814,0.0,0.0,2025-05-02,-0.006143939656066966
2025-05-02,0.10462962962962963,2025-05-02 10:48:00-04:00,113.97000122070312,114.0,113.875,113.93119812011719,206263,0.0,0.0,2025-05-02,-0.04983054602432091
2025-05-02,0.10462962962962963,2025-05-02 10:49:00-04:00,113.93499755859375,114.0,113.88999938964844,113.94000244140625,199453,0.0,0.0,2025-05-02,0.00772775274404669
2025-05-02,0.10462962962962963,2025-05-02 10:50:00-04:00,113.93000030517578,114.0,113.83999633789062,113.93000030517578,363207,0.0,0.0,2025-05-02,-0.008778423745969821
2025-05-02,0.10462962962962963,2025-05-02 10:51:00-04:00,113.93000030517578,113.98500061035156,113.87000274658203,113.9717025756836,197809,0.0,0.0,2025-05-02,0.03660341472493389
2025-05-02,0.10462962962962963,2025-05-02 10:52:00-04:00,113.97000122070312,114.0999984741211,113.95999908447266,113.99500274658203,361967,0.0,0.0,2025-05-02,0.02044382102914799
2025-05-02,0.10462962962962963,2025-05-02 10:53:00-04:00,113.99120330810547,114.0,113.81999969482422,113.9583969116211,392427,0.0,0.0,2025-05-02,-0.03211178918282043
2025-05-02,0.10462962962962963,2025-05-02 10:54:00-04:00,113.95999908447266,114.19999694824219,113.94999694824219,114.16000366210938,624949,0.0,0.0,2025-05-02,0.1769125891132317
2025-05-02,0.10462962962962963,2025-05-02 10:55:00-04:00,114.15280151367188,114.3499984741211,114.13999938964844,114.31549835205078,882276,0.0,0.0,2025-05-02,0.13620767777973164
2025-05-02,0.10462962962962963,2025-05-02 10:56:00-04:00,114.31109619140625,114.38999938964844,114.23999786376953,114.38020324707031,543352,0.0,0.0,2025-05-02,0.05660203205366532
2025-05-02,0.10462962962962963,2025-05-02 10:57:00-04:00,114.37999725341797,114.4000015258789,114.19999694824219,114.28990173339844,433741,0.0,0.0,2025-05-02,-0.0789485515048538
2025-05-02,0.10462962962962963,2025-05-02 10:58:00-04:00,114.28990173339844,114.33999633789062,114.25,114.27529907226562,358440,0.0,0.0,2025-05-02,-0.012776860344909657
2025-05-02,0.10462962962962963,2025-05-02 10:59:00-04:00,114.27010345458984,114.44989776611328,114.20999908447266,114.43499755859375,508079,0.0,0.0,2025-05-02,0.13974891129109324
2025-05-02,0.10462962962962963,2025-05-02 11:00:00-04:00,114.43000030517578,114.55999755859375,114.37999725341797,114.49500274658203,759767,0.0,0.0,2025-05-02,0.05243604602478413
2025-05-02,0.10462962962962963,2025-05-02 11:01:00-04:00,114.49449920654297,114.6500015258789,114.47000122070312,114.62000274658203,586584,0.0,0.0,2025-05-02,0.10917507052834452
2025-05-02,0.10462962962962963,2025-05-02 11:02:00-04:00,114.61470031738281,114.62999725341797,114.44999694824219,114.56999969482422,356051,0.0,0.0,2025-05-02,-0.04362506592183735
2025-05-02,0.10462962962962963,2025-05-02 11:03:00-04:00,114.56999969482422,114.5999984741211,114.4800033569336,114.58000183105469,313239,0.0,0.0,2025-05-02,0.00873015296947166
2025-05-02,0.10462962962962963,2025-05-02 11:04:00-04:00,114.58000183105469,114.58000183105469,114.43000030517578,114.55500030517578,345712,0.0,0.0,2025-05-02,-0.021820147913564902
